session_id,user_id,session_start_timestamp,booking_timestamp,time_to_booking
mqQQw1XliAyw2ZMi,wvYy598v55vWZPfo,2025-01-11 11:39:54.920546770,2025-01-11 12:02:04.616319578,22.161596213466666
KRYcxx5iXGnc3fpI,1Q7KGh07RReMdfSF,2025-01-04 01:03:06.698748827,,
qe9vp2mQljjZV5nG,1Q7KGh07RReMdfSF,2025-01-30 10:51:24.196681499,,
BvroqbimunOobAHu,ZDUI2NZpmX7PDsq3,2025-01-08 07:06:16.044551134,,
KVmPgIx8Y2UaPuOt,ZDUI2NZpmX7PDsq3,2025-01-21 15:51:39.939960957,,
8rMytK9EuVpgONQF,sB52zKz09wil0a55,2025-01-09 23:10:51.494126558,,
lZ0H05rma3Hay1i7,aUHF91VyNS0ap8Me,2025-01-16 07:10:58.954020023,,
1sEGBX1u2Lc4RukM,vC2clzpYKv4CnBeU,2025-01-07 00:15:03.441934586,,
9T0AIuE2hFwKc1j4,vC2clzpYKv4CnBeU,2025-01-28 15:19:43.773054361,,
Me6TQNcLWRd3kk6V,WDT9ZelpzzVuMJG9,2025-01-21 16:30:48.972526789,,
FESJYr8X2GcfjQsa,DKw5j1eJHZEj5s5F,2025-01-03 16:10:15.440915346,2025-01-03 16:21:22.997641258,11.125945431866667
mZGtijHs0oLKxK9u,a3eSdpxp2bWBFAtx,2025-01-01 02:54:30.947621584,,
vA20skmgAxTyUwYK,lXI7GG8YQKlcaGNj,2025-01-17 03:39:08.589263916,,
2vvck0xySrXVYBMj,lXI7GG8YQKlcaGNj,2025-01-29 08:32:44.856747627,,
HzJxtUGJwySh1fF4,lXI7GG8YQKlcaGNj,2025-01-13 16:17:55.818709373,,
jeTWGU5vd3sjchrb,QRCmlETb8YXIwqzh,2025-01-04 09:30:04.933498144,,
8MjtZDgynjnGi3sL,QRCmlETb8YXIwqzh,2025-01-01 07:28:44.077069759,,
u1YU7Ec0dFUYmrjq,QRCmlETb8YXIwqzh,2025-01-20 14:53:49.563280821,2025-01-20 15:10:36.079263945,16.7752663854
Q1ZHNWZ64JVs9JaQ,Czjz9HYOgd50XSkC,2025-01-18 01:36:49.521549463,,
lCAzhxtU9taxP4xw,3Jyu84JjKixIWIVJ,2025-01-20 19:57:29.802601337,,
HiFP7cLGmLiamKuk,rWMFxw9FKlW2mwyI,2025-01-17 06:55:58.267326355,,
2Ha0eNsuF6edZHb6,ODqW9tVyvm6sWJl8,2025-01-07 20:33:18.607170820,,
dwoIR1KbCnvwYxtD,ODqW9tVyvm6sWJl8,2025-01-28 17:30:19.685998917,,
lHe6UgSo50yrxxEM,OsligBnEZs5Up0eI,2025-01-14 10:06:05.807090521,,
jd9g1z2eDc32hYtF,OsligBnEZs5Up0eI,2025-01-08 19:14:07.929804564,,
SMx4yX1Nkz8idxlM,lyZ6uJ0wp4MS0P5M,2025-01-26 21:08:03.016860723,,
OFOWRgVwpdX7b0G1,lyZ6uJ0wp4MS0P5M,2025-01-02 07:44:48.803271532,,
o7Ts6BAx22vK5YC3,nE5eIwCQkrUlij5R,2025-01-20 09:27:41.699563503,2025-01-20 09:39:23.887490557,11.703132117566668
EPLI98YvMSKtqwt1,nE5eIwCQkrUlij5R,2025-01-24 05:45:55.608761549,2025-01-24 05:53:51.650533397,7.9340295308
Jsd7wk8acVsgV9UK,nE5eIwCQkrUlij5R,2025-01-19 20:38:43.032740593,,
LKOQgi9C4vK4DGUW,q8LgTmNPiXA5beCK,2025-01-20 09:26:13.069473267,,
vPp3cTjNq3kBqGYR,q8LgTmNPiXA5beCK,2025-01-17 09:41:47.649716854,,
WqmPsrGbRywkeOpk,LshVSavZqgySdJf7,2025-01-01 19:22:33.188890457,2025-01-01 19:43:29.290342151,20.9350241949
i9rr4LAfJAk5Limr,Es8R1MAjzsM9cSmX,2025-01-18 23:24:26.203130007,,
UraC3wKF1ArV3Up6,Es8R1MAjzsM9cSmX,2025-01-17 16:27:35.305877924,2025-01-17 16:41:00.545488624,13.420660178333332
VaQaGjfOSxfiGoLJ,B95tBh8OMacmB947,2025-01-03 22:10:12.407253027,,
hXzgjrzdOQhyrUed,B95tBh8OMacmB947,2025-01-28 20:42:28.251756906,,
QhbcZDgXRx1gJaDV,B95tBh8OMacmB947,2025-01-11 18:27:10.947906971,2025-01-11 18:42:48.177995398,15.620501473783333
zME9NNbkSZ89O8LD,Wy3GL0f5RSFS8Uup,2025-01-10 19:54:07.109320641,,
0pA4Jw31GvMpdTT6,1uk7KJIst4rUOWno,2025-01-03 22:58:12.916254044,,
EMEIvvcr07zIYxzJ,Ea011cpw4kljFphL,2025-01-03 06:36:10.991468668,,
3WgeEo8Ubr3jZTbj,lxB0h5BJzh57XBBK,2025-01-22 14:32:32.731378794,,
56NlUvOuWBcKPBe2,lxB0h5BJzh57XBBK,2025-01-13 03:48:54.017949343,,
K128E2nOYAuwLddU,OJA1qiG0tmBVCmTI,2025-01-19 08:57:27.523072720,,
SFYeET7orNWrBhB9,,2025-01-07 00:39:14.452372074,,
rgrsYp9o3FQbCM4z,3G1arFUWkuzyv6AW,2025-01-18 07:36:12.371107101,,
uGKoCsEM5WMxYo43,3G1arFUWkuzyv6AW,2025-01-17 11:24:28.625853539,2025-01-17 11:43:14.161961073,18.758935125566666
Uq3CyTcvZJ1eNgAo,mGHOIauV2fBqeEeL,2025-01-03 15:56:55.503030062,,
nloUNzYRQ0A0XevM,c0wK0KjjsquniTaY,2025-01-26 14:18:30.510171889,,
u40XNSUwx3eoHCKI,c0wK0KjjsquniTaY,2025-01-21 13:04:38.169910431,,
dz7LU7d91Jb4UpnN,Smd9aWNFHBEhMz5H,2025-01-18 04:02:08.490096807,,
t11s0tBS2e1XVTK4,Smd9aWNFHBEhMz5H,2025-01-12 23:58:34.120103598,,
3osJzZM23WDlsUiJ,Smd9aWNFHBEhMz5H,2025-01-07 09:02:36.980518103,2025-01-07 09:15:41.755672286,13.07958590305
yH8EUuRUWS7jH8Cu,,2025-01-12 03:01:56.496504068,2025-01-12 03:12:07.242900610,10.179106609033333
Om7Fz4rM4zx1EU2p,11c6Xla1ReDD64qV,2025-01-12 04:09:07.692810059,,
KCle2XRjYlNBaTPz,11c6Xla1ReDD64qV,2025-01-21 03:44:39.194149733,,
jC1IOYtikkMR03fD,UwoKunbkYML7HLXH,2025-01-04 03:10:26.150079966,,
efZGfYpcV23pmElw,rDoAYHZ4LGxo7D2P,2025-01-04 03:34:07.069606304,2025-01-04 03:46:46.532656942,12.657717510633335
hbgYvdS8L1mEYajY,,2025-01-09 13:57:57.272496462,2025-01-09 14:09:43.467640268,11.769919063433333
teBI7VX2Nh0PCSER,YqeCdj3qjq7txeHf,2025-01-30 04:01:29.824511290,,
37RwUsJxXsU1HIQm,0bm9QQVkYU4w2pEk,2025-01-24 22:00:50.848989964,2025-01-24 22:09:51.289589061,9.007343318283334
QoDOcMAz6UBvXHHj,0bm9QQVkYU4w2pEk,2025-01-25 23:21:42.057101488,2025-01-25 23:39:36.494421639,17.907288669183334
BVb9NFhzt9YNOspL,0bm9QQVkYU4w2pEk,2025-01-29 00:39:53.072114468,2025-01-29 00:46:49.307967430,6.937264216033333
7OinTEQjiAAS025e,1phdNd3ycFcACFX8,2025-01-30 01:55:28.427222252,,
H1lxN6hCWrzA6m0o,5YsuerBP8vufaeOl,2025-01-15 11:35:02.282182217,,
jlLiqHkv5zif5Dbs,5YsuerBP8vufaeOl,2025-01-15 12:49:01.608252287,,
79cCTT1jZwMzXOg7,,2025-01-28 05:37:17.515006780,,
4XwltOeq8ydrC2JS,DQV8qzJahWI8ZoU3,2025-01-16 06:22:14.811226606,,
napf3xpxm9pHCOmi,vnzBwnxbSzn63Ygc,2025-01-19 05:57:51.483018160,,
yc6dSXwhLVlSluKs,UwTQU7Sr5LIYoy2K,2025-01-22 02:23:23.344609737,,
l0955lGDk9sPYBUW,UwTQU7Sr5LIYoy2K,2025-01-08 09:02:10.074108601,2025-01-08 09:10:56.959225232,8.781418610516665
wROLKck0UNQBvo92,BjM4qMvz9Ryqmtyd,2025-01-29 21:00:53.958221912,,
HFcj3bvdTx8DQasB,,2025-01-06 23:21:12.795926571,,
XO6Fa5bW7ErTQqVh,jcOSrUJUvHUhNWRs,2025-01-28 15:29:04.433771610,,
j72G7QpUUxVeyYld,jcOSrUJUvHUhNWRs,2025-01-27 15:16:21.848667622,,
JaIZJSsxfVk8ZbnN,jcOSrUJUvHUhNWRs,2025-01-19 14:58:48.086730242,2025-01-19 15:05:17.403237264,6.488608450366667
T6HawaRSUBHF5wIB,POKfZzH636SfK4G0,2025-01-09 00:59:14.848066092,,
epUtZVtqe74tecFy,POKfZzH636SfK4G0,2025-01-21 21:19:37.012323618,,
jrmvgEFbQ2UKWd9U,vuff2VdDk99DEx2i,2025-01-19 23:27:24.007653236,2025-01-19 23:35:14.536069951,7.842140278583333
E4hmbdRDR1DVSqpF,vuff2VdDk99DEx2i,2025-01-23 21:52:23.773104429,,
EUAQm6Awdh4sr2SI,2cYENKJxEfbtBkdo,2025-01-13 19:20:40.386815310,2025-01-13 19:34:44.738970192,14.072535914700001
kKlpl86hUafgQaMn,f1WD3LY94bokhzYS,2025-01-20 22:04:05.931869030,,
RazJH7yxJRgNyEKm,Refz1dstGtWlUazn,2025-01-13 16:38:14.937864304,,
ExcSH68Yf3Im5XNk,LK9kJmQcGfX3jewj,2025-01-01 15:39:55.171980381,,
90S3RBdv81WKrb3X,RbmNbtaKiqikoxL2,2025-01-30 10:54:48.758968592,,
Qelp5DrAU3AkmbyG,IDEWe97RXn03kiHl,2025-01-29 04:00:38.211448431,,
Ix4SaYyX0m8HofrP,IDEWe97RXn03kiHl,2025-01-07 03:38:33.642137766,2025-01-07 03:49:20.445271375,10.780052226816668
B0vQ4h3xlxaNW5Bh,IDEWe97RXn03kiHl,2025-01-18 07:39:09.996058941,,
TkOHtsV31H6isLyB,IIaNv7ChkOKn7DIu,2025-01-23 04:15:37.707972050,,
LSnzyE48EAznbfzH,Kes6nz9dySPyrNhM,2025-01-22 15:39:06.364315510,,
2tON1J7c41IJAhZC,Kes6nz9dySPyrNhM,2025-01-04 08:18:03.959185123,,
jr2GczsMPM4bvzwX,NnFY8LGwoGyqGU2b,2025-01-04 17:14:50.261905432,2025-01-04 17:27:40.992261024,12.845505926533333
Ec08Pcb6UCTE5ojQ,n0NNYMYffcgYhPZo,2025-01-25 20:09:58.842894316,,
v3ZHKPN4intIazpp,n0NNYMYffcgYhPZo,2025-01-01 02:54:41.798143625,,
VuQ0obesOkBRSbGu,UCGZDMAJCL4G8KA2,2025-01-13 23:46:34.884782791,,
NqlO2Ey2t3Rwf6pc,G9dvbje6jG1LmEUJ,2025-01-12 08:10:19.298274040,,
kcwTMhqjzENuzZ7F,SxZ3oCheCUdlSbAE,2025-01-23 03:46:50.349231005,,
8vLAshPAKHC6I5Ox,YYJJzQAetk9jNLfh,2025-01-21 16:43:35.906615257,,
bNUpWa95IekyZh8o,wUzTQlzmN9ryGUN7,2025-01-25 01:18:05.448637724,,
McBBm4fdZKHeNDOV,wUzTQlzmN9ryGUN7,2025-01-09 15:28:30.880871773,,
9JZ9lxsIafb5t4Pl,QlRJVde3KhPWBE5i,2025-01-19 14:44:29.805023432,,
MhHcWstXTM66cfUH,1YCnNOvkwaTKuzTJ,2025-01-06 11:50:47.940563202,2025-01-06 12:08:40.174142781,17.87055965965
ZEkb7xg2gZxYFZUu,1w4a12YNouUi0ijZ,2025-01-21 15:31:33.234769106,,
qFRyRYUGqGx12LWJ,1w4a12YNouUi0ijZ,2025-01-09 16:54:24.034317493,,
1pyfALkCDYJAgbiY,1w4a12YNouUi0ijZ,2025-01-12 05:08:05.607800722,,
obWnrjfEuwqMXHgf,40zOIZyzkLbgrAHA,2025-01-07 11:46:25.002325773,,
arIQUcacro6nK1qB,40zOIZyzkLbgrAHA,2025-01-07 04:17:56.687326431,,
YpCsxtBuwfZhUk28,40zOIZyzkLbgrAHA,2025-01-22 11:04:14.207278728,,
qLQzxbHFWxWDn57v,qQ6R6Y1xygZf0xGW,2025-01-11 01:21:31.343030453,2025-01-11 01:43:08.507714020,21.619411392783334
CZXtpphbxppbP6Vd,CQvzBXuWgqtOWt1v,2025-01-08 15:38:14.965470791,,
jYwnxjE7zoABungM,CQvzBXuWgqtOWt1v,2025-01-30 11:05:25.128567219,,
fIpzd8jOzmQ0XhAl,CQvzBXuWgqtOWt1v,2025-01-30 23:47:43.316131592,,
6vgFArO1Uk3YMZgC,B8NWgaFmDwY63s9F,2025-01-17 09:52:07.260724783,,
UdTqYXy56LKj1JRU,B8NWgaFmDwY63s9F,2025-01-04 01:00:08.266239881,,
p5lqiQNFUr4xhQGV,B8NWgaFmDwY63s9F,2025-01-17 04:24:32.092957973,,
CeLu6H3DtExQN9Kb,DCWSCDpNsranYUXb,2025-01-14 23:16:59.268399477,,
jQDMbKclIaaCJi0l,DCWSCDpNsranYUXb,2025-01-22 05:29:47.228136063,2025-01-22 05:44:11.906757810,14.41131036245
LsQmZMtXJTU7Jzx9,1BWXDLYdahC2McFj,2025-01-21 01:36:11.151586771,,
o55NR7ItwupHdhTr,1BWXDLYdahC2McFj,2025-01-12 20:23:42.049657345,,
pzzrYIt6tFkmHmZB,jsTH7Gw2BFXgCha4,2025-01-23 06:57:31.959449530,,
gGvAENfN6CDwIFT2,jsTH7Gw2BFXgCha4,2025-01-16 21:33:58.293269634,2025-01-16 21:51:58.694155987,18.006681439216667
RYob2EGGn0DHUWCh,2cxw68h14UKcYGBU,2025-01-16 11:18:35.447683096,2025-01-16 11:36:21.019209569,17.759525441216667
mWpyQ7NGMcmLTmzH,,2025-01-13 01:07:16.106341124,,
NuMTrkqWPacexMFr,hHIFxnF3TQpdZK1u,2025-01-14 17:44:45.080639362,,
OT1SNVtbhbZQr803,hHIFxnF3TQpdZK1u,2025-01-11 12:29:14.760461807,2025-01-11 12:40:13.305781305,10.975755324966666
jcRbVHfUYQupTp68,hHIFxnF3TQpdZK1u,2025-01-16 00:49:44.386266232,,
2hUAd0FunYXYexDJ,nE2VrgjgGwusV8sJ,2025-01-28 13:55:59.552172422,2025-01-28 14:05:01.423326290,9.031185897799999
uDxwFz53tHbiSoba,nE2VrgjgGwusV8sJ,2025-01-06 00:22:34.409054518,2025-01-06 00:33:36.348519903,11.032324423083333
OALVZ4Xtvq9XboWi,C7rbaUetkPbcw2lt,2025-01-11 07:08:00.118865967,,
GSGd6aihpCRN2j4w,C7rbaUetkPbcw2lt,2025-01-08 10:34:19.905562639,2025-01-08 10:54:17.069981713,19.952740317900002
aVpfsHWq77WkCI7B,,2025-01-28 14:56:53.157386541,,
Zp1Hupt9LIJqKwT1,,2025-01-22 13:46:44.839107752,,
I2faNaP5c1SYo9iH,D36TwFqXYqniNbSy,2025-01-19 06:35:10.163628817,2025-01-19 06:44:27.638184064,9.29124258745
bfwXmGjIO9vmefOl,Mi1vQTdz5CSHwKkf,2025-01-14 11:35:32.784712791,,
QUCEbvrxnLOHWdjh,ruPJOLHqKyL5lw0P,2025-01-04 17:01:14.295614004,,
LADcMCFPWx3BEsCp,,2025-01-17 00:57:49.396327019,,
MKmqhSIqksLXmHvt,vuA4EfANHlS40gjS,2025-01-30 19:27:07.908655643,2025-01-30 19:33:51.884086483,6.732923847333334
JEErBt9Hv5XJh3Cv,vuA4EfANHlS40gjS,2025-01-19 09:08:41.715165854,2025-01-19 09:18:11.510428045,9.496587703183334
iiz6a8O04pQrMETa,qzuB95Tb71QaY0JY,2025-01-17 04:51:09.337737322,,
Ta3Tx23nwV9hbeL3,qzuB95Tb71QaY0JY,2025-01-12 14:12:11.619545221,,
GdMhCCKLD3U7lNhV,qzuB95Tb71QaY0JY,2025-01-07 04:14:14.008714914,2025-01-07 04:24:23.782337496,10.1628937097
pXTBzXlRxYWnrR7N,zCukNkJW6MNI1H2U,2025-01-21 06:54:29.195017099,,
1c62Nj2FiiS86Tvb,x1ve3G5JUtsIZQq9,2025-01-27 16:26:04.459555626,,
5GFk3zDpqyx3j5eC,6SQHizb0iiNqay8Q,2025-01-04 09:18:49.420257807,,
RVpvOVRKiHarsXqM,NPyMIcXKRRYDLHls,2025-01-09 17:46:26.375585079,,
HUtYLcjFR7i2nIzd,KR66W8qj42WUl9px,2025-01-18 10:10:35.713804007,,
baXb1dDdtKiwBFuG,KR66W8qj42WUl9px,2025-01-21 00:20:03.376039267,,
gRseh2FSKUD5OPFT,shEuqwK1pfhyrylo,2025-01-03 02:20:25.623749495,,
fcbuDA2nS4CpSWR7,,2025-01-02 19:51:54.254144669,2025-01-02 20:07:04.389126635,15.168916366100001
dn4pkE3JCjULRLBI,gno0giYVhX6wCrED,2025-01-21 21:33:55.365307808,2025-01-21 21:42:00.455622926,8.0848385853
hEV1eML3uQyPiu2b,ZMIr6PMqnExIR7SH,2025-01-03 18:11:55.310688019,,
tmncROR1OyYoPmB6,cKQNz2wRMo3WdCvy,2025-01-12 04:30:34.632406473,,
QdLzSsaPCBImYSGe,cKQNz2wRMo3WdCvy,2025-01-13 20:19:14.214351892,,
nidb0ncdSgoZBdVl,cKQNz2wRMo3WdCvy,2025-01-27 22:59:36.518407344,,
Vcl1ZHaYefo9ZuVH,mrGpSPR9b2IPHD62,2025-01-02 03:50:59.245095491,2025-01-02 04:07:22.195862381,16.3825127815
hJeziuQww3BgHCx2,mmrFFI6MTZC9WC90,2025-01-18 05:06:02.759607315,,
uHlqfa2iPvLaBpjC,R4p3RU4jDyMteaDW,2025-01-02 05:28:20.139722109,,
3Tmbt2brezd4ME7d,cSn3DXdr9KyVa0To,2025-01-12 01:27:27.872049809,,
4kbim39P0prKCF8r,ioW4xdl65K8KQ7fM,2025-01-28 07:56:23.929504633,,
iHkwyrNgG62Cfdqz,3Txk9mHygZd6htC1,2025-01-04 04:11:16.550894260,,
RqOBKbjEKsiQ1Z5Z,3Txk9mHygZd6htC1,2025-01-22 15:49:19.058106422,,
WzUJHrrkT7mHqDsA,3Txk9mHygZd6htC1,2025-01-08 09:58:20.471047401,,
s67AkHKpJs70cNbT,0YSTjQH4zOW5c3fe,2025-01-16 00:57:24.040585518,,
QKlriEW0V85DZY4q,0YSTjQH4zOW5c3fe,2025-01-19 08:50:53.796621084,,
m87ogPp1apJPaYRa,0YSTjQH4zOW5c3fe,2025-01-04 13:00:56.210418701,2025-01-04 13:13:08.723510638,12.208551532283334
BXIr2VRkqMKEO2F9,e1UwWiIt5W86PIXr,2025-01-04 01:16:57.498741627,2025-01-04 01:28:10.868083532,11.222822365083335
VGXLpHnJoq34inSx,e1UwWiIt5W86PIXr,2025-01-02 09:34:45.066531180,,
kCydFFcfsq7Vej8A,,2025-01-20 19:29:57.660941124,,
QHWoibMSfAuH7Nvh,9qxcFILm38UyidnK,2025-01-21 23:00:03.183543205,,
LisFk491BWJubgZy,HkO3c6BCicyHlPio,2025-01-01 07:21:02.928471565,,
PJ4uLOmzwmJCituO,HkO3c6BCicyHlPio,2025-01-01 05:02:26.719832420,,
A1wEnqZ9h9jo5EwH,Nyek6Hx7oLh6eVzr,2025-01-22 13:43:46.940480709,,
jvP6CWqBN5wRaPbq,fK7VmBemqXNSF9CY,2025-01-24 10:49:38.565858126,,
gz5Bg6iUy9OMRhgf,5c3NHNAmSGfxspNB,2025-01-20 16:21:24.706895113,,
jAtc0DDFEutlIZrw,5c3NHNAmSGfxspNB,2025-01-03 18:42:38.260530233,2025-01-03 18:59:12.883951115,16.5770570147
hp5Wae72ew7rId0C,G66VOmQSy0PJAL7g,2025-01-23 13:12:23.830579519,2025-01-23 13:30:07.150035604,17.72199093475
weVKXCaaEQhGOX7F,eQS54YEwPjFQ0DME,2025-01-24 12:52:35.712126493,2025-01-24 13:00:45.079380033,8.156120892333332
h8yNmVVvgF9DdJ6s,rJbnmClMbFmTAWOq,2025-01-03 07:49:34.370601654,,
n0ohIldYlFOGjyQQ,,2025-01-24 18:56:22.864220619,,
qk5PZPSWEonkkXpP,B7oDKCvdtFJXdAql,2025-01-22 12:49:20.151282310,2025-01-22 13:03:56.617307909,14.607767093316665
uYNFrS5u1njea8ow,vqj1avz36rXnUClJ,2025-01-07 23:15:44.846653223,2025-01-07 23:33:16.902391086,17.53426229771667
1zdzwBUQ8mpj2QTj,vqj1avz36rXnUClJ,2025-01-28 10:46:36.241744518,,
